Phải thu nội bộ dài hạn,Long-term intercompany receivables,long_term_intercompany_receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải thu dài hạn khác,Other long-term receivables,other_long_term_receivables,260322902238.0,223711119764.0,120101649201.0,81027014200.0,81910000000.0,70709400000.0,0.0
Dự phòng phải thu dài hạn,Provision for doubtful LT receivable,provision_for_doubtful_lt_receivable,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tài sản cố định,Fixed assets,fixed_assets,3457518549018.0,2394359900776.0,1617376013205.0,1096100694563.0,541169343321.0,213768283403.0,0.0
GTCL TSCĐ hữu hình,Tangible fixed assets,tangible_fixed_assets,3311518714313.0,2370091495437.0,1430155467474.0,888984185387.0,334052829972.0,213429428963.0,0.0
Nguyên giá TSCĐ hữu hình,Cost,cost,3978274414612.0,2799386400242.0,1686171058387.0,1048316645849.0,419331312611.0,255764754986.0,0.0
Khấu hao lũy kế TSCĐ hữu hình,Accumulated depreciation,accumulated_depreciation,-666755700299.0,-429294904805.0,-256015590913.0,-159332460462.0,-85278482639.0,-42335326023.0,0.0
GTCL tài sản thuê tài chính,Finance lease assets,finance_lease_assets,126863154332.0,18544007818.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá tài sản thuê tài chính,Cost,cost,133825560443.0,19505272157.0,0.0,0.0,0.0,0.0,0.0
Khấu hao lũy kế tài sản thuê tài chính,Accumulated depreciation,accumulated_depreciation,-6962406111.0,-961264339.0,0.0,0.0,0.0,0.0,0.0
GTCL tài sản cố định vô hình,Intangible fixed assets,intangible_fixed_assets,19136680373.0,5724397521.0,187220545731.0,207116509176.0,207116513349.0,338854440.0,0.0
Nguyên giá TSCĐ vô hình,Cost,cost,27992232944.0,12851946000.0,192815486000.0,212584171376.0,210637871376.0,691676000.0,0.0
Khấu hao lũy kế TSCĐ vô hình,Accumulated depreciation,accumulated_depreciation,-8855552571.0,-7127548479.0,-5594940269.0,-5467662200.0,-3521358027.0,-352821560.0,0.0
Xây dựng cơ bản đang dang dở (trước 2015),Construction in progress (before 2015),construction_in_progress_before_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị ròng tài sản đầu tư,Investment properties,investment_properties,0.0,0.0,0.0,14649842650.0,14912916682.0,15175990712.0,0.0
Nguyên giá tài sản đầu tư,Cost,cost,0.0,0.0,0.0,15175990712.0,15175990712.0,15175990712.0,0.0
Khấu hao lũy kế tài sản đầu tư,Accumulated depreciation,accumulated_depreciation,0.0,0.0,0.0,-526148062.0,-263074030.0,0.0,0.0
Đầu tư dài hạn,Long-term investments,long_term_investments,0.0,0.0,0.0,29505972462.0,43634276474.0,34624187416.0,0.0
Đầu tư vào các công ty con,Investments in subsidiaries,investments_in_subsidiaries,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đầu tư vào các công ty liên kết,Investments in associates,investments_in_associates,0.0,0.0,0.0,0.0,43634276474.0,34624187416.0,0.0
Đầu tư dài hạn khác,Other long-term investments,other_long_term_investments,0.0,0.0,0.0,29505972462.0,0.0,0.0,0.0
Dự phòng giảm giá đầu tư dài hạn,Provision for long-term investments,provision_for_long_term_investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lợi thế thương mại (trước 2015),Goodwill (before 2015),goodwill_before_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tài sản dài hạn khác,Other long-term assets,other_long_term_assets,1328182117049.0,858435966547.0,746006358286.0,491081565384.0,179937522154.0,107237401046.0,0.0
Trả trước dài hạn,Long-term prepayments,long_term_prepayments,1273557175808.0,848366480327.0,707342510635.0,483390784371.0,175676820790.0,103394262081.0,0.0
Thuế thu nhập hoãn lại,Deferred income tax assets,deferred_income_tax_assets,52845927035.0,7911525964.0,36126941345.0,4774928657.0,0.0,0.0,0.0
Các tài sản dài hạn khác,Other long-term assets,other_long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,Total Assets,total_assets,10780028795300.0,7449030044505.0,6533660695830.0,4729096092916.0,5457246010443.0,5245832595840.0,3613235883927.0
NỢ PHẢI TRẢ,Liabilities,liabilities,6715907354731.0,4513278390887.0,4625338672211.0,2986428033002.0,4002427538977.0,4680244176971.0,0.0
Nợ ngắn hạn,Current liabilities,current_liabilities,4331765436897.0,3064578385158.0,3011074968540.0,2291719028034.0,3851377414740.0,4615926176012.0,0.0
Vay ngắn hạn,Short-term borrowings,short_term_borrowings,2178955478505.0,1138706986931.0,703663315465.0,264400597034.0,14552862617.0,10210640000.0,1688539885101.0
Phải trả người bán,Trade accounts payable,trade_accounts_payable,1991888458950.0,1771091171271.0,2187521274611.0,1900920607966.0,3774329848165.0,4529370317713.0,0.0
Người mua trả tiền trước,Advances from customers,advances_from_customers,6010055855.0,5276042960.0,30840012570.0,8632664086.0,1446549834.0,48988880825.0,0.0
Thuế và các khoản phải trả Nhà nước,Taxes and other payable to State Budget,taxes_and_other_payable_to_state_budget,23614451171.0,62323789180.0,19309184410.0,54752938089.0,14522587250.0,11632695526.0,0.0
Phải trả người lao động,Payable to employees,payable_to_employees,75885060524.0,38579689556.0,18810434836.0,23660558031.0,9600905410.0,1504428392.0,0.0
Chi phí phải trả,Accrued expenses,accrued_expenses,39216335175.0,47170294972.0,36763167773.0,30633186645.0,2548750000.0,1631818604.0,0.0
Phải trả nội bộ,Intercompany payables,intercompany_payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải trả về xây dựng cơ bản,Construction contract in progress payables,construction_contract_in_progress_payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải trả khác,Other payables,other_payables,16195596717.0,1430410288.0,14167578875.0,8718476183.0,34375911464.0,12587394952.0,0.0
Dự phòng các khoản phải trả ngắn hạn,Provision for ST liabilities,provision_for_st_liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quỹ khen thưởng, phúc lợi",Bonus and welfare funds,bonus_and_welfare_funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nợ dài hạn,Long-term liabilities,long_term_liabilities,2384141917834.0,1448700005729.0,1614263703671.0,694709004968.0,151050124237.0,64318000959.0,0.0
Phải trả nhà cung cấp dài hạn,Long-term trade payables,long_term_trade_payables,36687475369.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải trả nội bộ dài hạn,Long-term intercompany payables,long_term_intercompany_payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải trả dài hạn khác,Other long-term payables,other_long_term_payables,40487000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Vay dài hạn,Long-term borrowings,long_term_borrowings,1798442357590.0,965305230814.0,1156062173955.0,692905367577.0,148527179781.0,64318000959.0,0.0
Thuế thu nhập hoãn lại,Deferred income tax liabilities,deferred_income_tax_liabilities,8414049024.0,8148190262.0,5695976446.0,1803637391.0,2522944456.0,0.0,0.0
Dự phòng trợ cấp thôi việc,Provision for severance allowances,provision_for_severance_allowances,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dự phòng các khoản nợ dài hạn,Provision for long-term liabilities,provision_for_long_term_liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doanh thu chưa thực hiện,Deferred revenue,deferred_revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quỹ phát triển khoa học công nghệ,Technology-science development fund,technology_science_development_fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vốn chủ sở hữu,Owner's Equity,owners_equity,4064121440569.0,2935751653618.0,1908322023619.0,1742668059914.0,1454818471466.0,565588418869.0,19412397958.0
Vốn và các quỹ,Capital and reserves,capital_and_reserves,4064121440569.0,2935751653618.0,1908322023619.0,1742668059914.0,1454818471466.0,565588418869.0,0.0
Vốn góp,Paid-in capital,paid_in_capital,3040216420000.0,2390216420000.0,1435200000000.0,1435200000000.0,780000000000.0,500000000000.0,100000000000.0
Thặng dư vốn cổ phần,Share premium,share_premium,356620000000.0,0.0,0.0,0.0,279844500000.0,0.0,0.0
Vốn khác,Owner's other capital,owners_other_capital,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cổ phiếu quỹ,Treasury shares,treasury_shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chênh lệch đánh giá lại tài sản,Differences upon asset revaluation,differences_upon_asset_revaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chênh lệch tỷ giá,Foreign exchange differences,foreign_exchange_differences,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quỹ đầu tư và phát triển,Investment and development funds,investment_and_development_funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quỹ dự phòng tài chính,Financial reserve funds,financial_reserve_funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quỹ khác,Other funds,other_funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lãi chưa phân phối,Undistributed earnings,undistributed_earnings,525179035393.0,398258489337.0,324866540588.0,298655201455.0,387323307977.0,65588418869.0,0.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Enterprise arrangement fund,enterprise_arrangement_fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vốn Ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),bonus_and_welfare_funds_before_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vốn ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lợi ích của cổ đông thiểu số,Minority interests (Before 2015),minority_interests_before_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tổng cộng nguồn vốn,Total resource,total_resource,10780028795300.0,7449030044505.0,6533660695830.0,4729096092916.0,5457246010443.0,5245832595840.0,0.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,478318619057.0,290692994520.0,326525000000.0,100000000000.0,0.0,17000000000.0,0.0
Vốn kinh doanh ở các đơn vị trực thuộc,Paid-in capital in wholly-owned subsidiaries,paid_in_capital_in_wholly_owned_subsidiaries,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tài sản thiếu cần xử lý,Shortage of current assets waiting for solution,shortage_of_current_assets_waiting_for_solution,0.0,993133.0,3037709697.0,87651252.0,86658002.0,86658002.0,0.0
Phải thu cho vay ngắn hạn,Short-term loans receivables,short_term_loans_receivables,174600000.0,75000000.0,0.0,1887924989.0,0.0,4380000000.0,0.0
Giao dịch mua bán lại trái phiếu Chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trả trước người bán dài hạn,Long-term prepayments to suppliers,long_term_prepayments_to_suppliers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải thu cho vay dài hạn,Long-term loans receivables,long_term_loans_receivables,0.0,0.0,375000000.0,675000000.0,17110809256.0,21275967223.0,0.0
Tài sản dở dang dài hạn,Long-term incomplete assets,long_term_incomplete_assets,1392177973739.0,891504067834.0,901789996097.0,353356265502.0,248201967791.0,117655343850.0,0.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn",Long-term cost of work in progress,long_term_cost_of_work_in_progress,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Long-term equipment, material and spare parts",long_term_equipment_material_and_spare_parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doanh thu chưa thực hiện ngắn hạn,Short-term unrealized revenue,short_term_unrealized_revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quỹ bình ổn giá,Price stabilization fund,price_stabilization_fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giao dịch mua bán lại trái phiếu chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Người mua trả tiền trước dài hạn,Long-term advances from customers,long_term_advances_from_customers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chi phí phải trả dài hạn,Long-term accrued expenses,long_term_accrued_expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phải trả nội bộ về vốn kinh doanh,Intra-company payables for operating capital received,intra_company_payables_for_operating_capital_received,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trái phiếu chuyển đổi,Convertible bonds,convertible_bonds,500111035851.0,475246584653.0,452505553270.0,0.0,0.0,0.0,0.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cổ phiếu phổ thông,Common shares,common_shares,3040216420000.0,2390216420000.0,1435200000000.0,1435200000000.0,780000000000.0,500000000000.0,0.0
Quyền chọn chuyển đổi trái phiếu,Conversion options on convertible bonds,conversion_options_on_convertible_bonds,137648613977.0,137648613977.0,137648613977.0,0.0,0.0,0.0,0.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,Beginning accumulated undistributed earnings,beginning_accumulated_undistributed_earnings,398258489337.0,80886120588.0,298655201455.0,11967807977.0,65602860188.0,19761620663.0,0.0
LNST chưa phân phối kỳ này,Current period undistributed earnings,current_period_undistributed_earnings,126920546056.0,317372368749.0,26211339133.0,286687393478.0,321720447789.0,45826798206.0,0.0
Xây dựng cơ bản đang dở dang,Construction in progress,construction_in_progress,1392177973739.0,891504067834.0,901789996097.0,353356265502.0,248201967791.0,117655343850.0,0.0
Lợi thế thương mại,Goodwill,goodwill,1779014206.0,2157960256.0,2536906306.0,2915852356.0,4260701364.0,3843138965.0,0.0
Lợi ích cổ đông không kiểm soát,Minority interests,minority_interests,4457371199.0,9628130304.0,10606869054.0,8812858459.0,7650663489.0,0.0,0.0
Nguồn kinh phí đã hình thành TSCĐ,Funds used for fixed asset acquisitions,funds_used_for_fixed_asset_acquisitions,0.0,0.0,0.0,0.0,0.0,0.0,0.0
