item,item_en,item_id,2025,2024,2023,2022
GTCL tài sản cố định vô hình,Intangible fixed assets,intangible_fixed_assets,568221355568.0,529510130891.0,545505048450.0,566803803569.0
Nguyên giá TSCĐ vô hình,Cost,cost,842737920881.0,677418585888.0,671995081940.0,671996741940.0
Khấu hao lũy kế TSCĐ vô hình,Accumulated depreciation,accumulated_depreciation,-274516565313.0,-147908454997.0,-126490033490.0,-105192938371.0
Xây dựng cơ bản đang dang dở (trước 2015),Construction in progress (before 2015),construction_in_progress_before_2015,0.0,0.0,0.0,0.0
Giá trị ròng tài sản đầu tư,Investment properties,investment_properties,2576352712945.0,2237097312333.0,2278990191618.0,2302157054623.0
Nguyên giá tài sản đầu tư,Cost,cost,15014084659506.0,13497434746663.0,12260136433960.0,9914311444244.0
Khấu hao lũy kế tài sản đầu tư,Accumulated depreciation,accumulated_depreciation,-12437731946561.0,-11260337434330.0,-9981146242342.0,-7612154389621.0
Đầu tư dài hạn,Long-term investments,long_term_investments,1663608378648.0,808072039368.0,785577166991.0,1033863529593.0
Đầu tư vào các công ty con,Investments in subsidiaries,investments_in_subsidiaries,0.0,0.0,0.0,0.0
Đầu tư vào các công ty liên kết,Investments in associates,investments_in_associates,1533377584329.0,677341245049.0,654846372672.0,904783911695.0
Đầu tư dài hạn khác,Other long-term investments,other_long_term_investments,198074399557.0,130192008103.0,130192008103.0,130192008103.0
Dự phòng giảm giá đầu tư dài hạn,Provision for long-term investments,provision_for_long_term_investments,-69595905238.0,-1213513784.0,-1213513784.0,-1214690205.0
Lợi thế thương mại (trước 2015),Goodwill (before 2015),goodwill_before_2015,0.0,0.0,0.0,0.0
Tài sản dài hạn khác,Other long-term assets,other_long_term_assets,1784944402891.0,1666741023479.0,1964931155350.0,2116491732150.0
Trả trước dài hạn,Long-term prepayments,long_term_prepayments,857694192690.0,688532186399.0,801949058389.0,777699810989.0
Thuế thu nhập hoãn lại,Deferred income tax assets,deferred_income_tax_assets,10245930695.0,10132764986.0,16159221428.0,13189522563.0
Các tài sản dài hạn khác,Other long-term assets,other_long_term_assets,0.0,0.0,0.0,0.0
TỔNG CỘNG TÀI SẢN,Total Assets,total_assets,46925725835474.0,35575805256389.0,37800143316079.0,32723499736263.0
NỢ PHẢI TRẢ,Liabilities,liabilities,27963323821303.0,18889294874915.0,21900673898026.0,16873615452590.0
Nợ ngắn hạn,Current liabilities,current_liabilities,12275994406682.0,9182169743796.0,9602017100861.0,8929143420978.0
Vay ngắn hạn,Short-term borrowings,short_term_borrowings,5866412413866.0,2870332063188.0,3613460725061.0,2103508489377.0
Phải trả người bán,Trade accounts payable,trade_accounts_payable,1984896960516.0,1798268248120.0,2038384613775.0,1937256143707.0
Người mua trả tiền trước,Advances from customers,advances_from_customers,1398122922581.0,1919276372631.0,1597655019348.0,2402024391289.0
Thuế và các khoản phải trả Nhà nước,Taxes and other payable to State Budget,taxes_and_other_payable_to_state_budget,495027168840.0,408468161061.0,417725893504.0,224901217612.0
Phải trả người lao động,Payable to employees,payable_to_employees,416458123460.0,331343402228.0,301708587594.0,378585653033.0
Chi phí phải trả,Accrued expenses,accrued_expenses,1322003731518.0,1172287089874.0,1090525541159.0,1069731189832.0
Phải trả nội bộ,Intercompany payables,intercompany_payables,0.0,0.0,0.0,0.0
Phải trả về xây dựng cơ bản,Construction contract in progress payables,construction_contract_in_progress_payables,0.0,0.0,0.0,0.0
Phải trả khác,Other payables,other_payables,360320460592.0,367080418654.0,262460327480.0,568430616601.0
Dự phòng các khoản phải trả ngắn hạn,Provision for ST liabilities,provision_for_st_liabilities,35207035160.0,31516682782.0,23083194750.0,19003828492.0
"Quỹ khen thưởng, phúc lợi",Bonus and welfare funds,bonus_and_welfare_funds,254837447723.0,242592875440.0,215522191455.0,187004649249.0
Nợ dài hạn,Long-term liabilities,long_term_liabilities,15687329414621.0,9707125131119.0,12298656797165.0,7944472031612.0
Phải trả nhà cung cấp dài hạn,Long-term trade payables,long_term_trade_payables,0.0,0.0,122882473158.0,0.0
Phải trả nội bộ dài hạn,Long-term intercompany payables,long_term_intercompany_payables,0.0,0.0,0.0,0.0
Phải trả dài hạn khác,Other long-term payables,other_long_term_payables,70287782427.0,58783034981.0,39337326486.0,44057480912.0
Vay dài hạn,Long-term borrowings,long_term_borrowings,11614001067829.0,5177370785881.0,7734609143709.0,3675321760128.0
Thuế thu nhập hoãn lại,Deferred income tax liabilities,deferred_income_tax_liabilities,741827075653.0,624389447284.0,600323591166.0,588054851179.0
Dự phòng trợ cấp thôi việc,Provision for severance allowances,provision_for_severance_allowances,0.0,0.0,0.0,0.0
Dự phòng các khoản nợ dài hạn,Provision for long-term liabilities,provision_for_long_term_liabilities,157835008101.0,435226216857.0,426497213428.0,408463901133.0
Doanh thu chưa thực hiện,Deferred revenue,deferred_revenue,2534504234934.0,2538976435988.0,2629204017021.0,2717939404426.0
Quỹ phát triển khoa học công nghệ,Technology-science development fund,technology_science_development_fund,364653105706.0,429524047320.0,407001547107.0,322247518935.0
Vốn chủ sở hữu,Owner's Equity,owners_equity,18962402014171.0,16686510381474.0,15899469418053.0,15849884283673.0
Vốn và các quỹ,Capital and reserves,capital_and_reserves,18925332889328.0,16647528168639.0,15858574117221.0,15807075894852.0
Vốn góp,Paid-in capital,paid_in_capital,7900000000000.0,7900000000000.0,7900000000000.0,7900000000000.0
Thặng dư vốn cổ phần,Share premium,share_premium,0.0,0.0,0.0,0.0
Vốn khác,Owner's other capital,owners_other_capital,0.0,0.0,0.0,0.0
Cổ phiếu quỹ,Treasury shares,treasury_shares,0.0,0.0,0.0,0.0
Chênh lệch đánh giá lại tài sản,Differences upon asset revaluation,differences_upon_asset_revaluation,0.0,0.0,0.0,0.0
Chênh lệch tỷ giá,Foreign exchange differences,foreign_exchange_differences,30753444504.0,20596132358.0,10265285670.0,7810723064.0
Quỹ đầu tư và phát triển,Investment and development funds,investment_and_development_funds,664042190890.0,584805790270.0,346459608830.0,131578149679.0
Quỹ dự phòng tài chính,Financial reserve funds,financial_reserve_funds,0.0,0.0,0.0,0.0
Quỹ khác,Other funds,other_funds,456710341181.0,456710341181.0,187315705674.0,456710341181.0
Lãi chưa phân phối,Undistributed earnings,undistributed_earnings,540152270394.0,186526831522.0,-66610580404.0,227212345273.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Enterprise arrangement fund,enterprise_arrangement_fund,0.0,0.0,0.0,0.0
Vốn Ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,37069124843.0,38982212835.0,40895300832.0,42808388821.0
"Quỹ khen thưởng, phúc lợi (trước 2010)",Bonus and welfare funds (Before 2010),bonus_and_welfare_funds_before_2010,0.0,0.0,0.0,0.0
Vốn ngân sách nhà nước và quỹ khác,Budget sources and other funds,budget_sources_and_other_funds,0.0,0.0,0.0,0.0
Lợi ích của cổ đông thiểu số,Minority interests (Before 2015),minority_interests_before_2015,0.0,0.0,0.0,0.0
Tổng cộng nguồn vốn,Total resource,total_resource,46925725835474.0,35575805256389.0,37800143316079.0,32723499736263.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,2508150470024.0,439488532083.0,657186849988.0,128954942982.0
Vốn kinh doanh ở các đơn vị trực thuộc,Paid-in capital in wholly-owned subsidiaries,paid_in_capital_in_wholly_owned_subsidiaries,0.0,0.0,0.0,0.0
Tài sản thiếu cần xử lý,Shortage of current assets waiting for solution,shortage_of_current_assets_waiting_for_solution,0.0,0.0,0.0,0.0
Phải thu cho vay ngắn hạn,Short-term loans receivables,short_term_loans_receivables,400450000000.0,1350173582700.0,500000000.0,100800000000.0
Giao dịch mua bán lại trái phiếu Chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0
Trả trước người bán dài hạn,Long-term prepayments to suppliers,long_term_prepayments_to_suppliers,0.0,0.0,0.0,0.0
Phải thu cho vay dài hạn,Long-term loans receivables,long_term_loans_receivables,753465640648.0,820000000000.0,840000000000.0,0.0
Tài sản dở dang dài hạn,Long-term incomplete assets,long_term_incomplete_assets,7188485941226.0,6369418197257.0,6279272755153.0,7284778001673.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn",Long-term cost of work in progress,long_term_cost_of_work_in_progress,0.0,0.0,0.0,0.0
Đầu tư nắm giữ đến ngày đáo hạn,Held-to-maturity investment,held_to_maturity_investment,1752300000.0,1752300000.0,1752300000.0,102300000.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Long-term equipment, material and spare parts",long_term_equipment_material_and_spare_parts,4846963656.0,4834503690.0,5311994605.0,5822205154.0
Doanh thu chưa thực hiện ngắn hạn,Short-term unrealized revenue,short_term_unrealized_revenue,142708142426.0,41004429818.0,41491006735.0,38697241786.0
Quỹ bình ổn giá,Price stabilization fund,price_stabilization_fund,0.0,0.0,0.0,0.0
Giao dịch mua bán lại trái phiếu chính phủ,Government bonds purchased for resale,government_bonds_purchased_for_resale,0.0,0.0,0.0,0.0
Người mua trả tiền trước dài hạn,Long-term advances from customers,long_term_advances_from_customers,0.0,193091191681.0,0.0,0.0
Chi phí phải trả dài hạn,Long-term accrued expenses,long_term_accrued_expenses,204221139971.0,249763971127.0,338801485090.0,188387114899.0
Phải trả nội bộ về vốn kinh doanh,Intra-company payables for operating capital received,intra_company_payables_for_operating_capital_received,0.0,0.0,0.0,0.0
Trái phiếu chuyển đổi,Convertible bonds,convertible_bonds,0.0,0.0,0.0,0.0
Cổ phiếu ưu đãi,Preferred shares,preferred_shares,0.0,0.0,0.0,0.0
Cổ phiếu phổ thông,Common shares,common_shares,7900000000000.0,7900000000000.0,7900000000000.0,7900000000000.0
Quyền chọn chuyển đổi trái phiếu,Conversion options on convertible bonds,conversion_options_on_convertible_bonds,0.0,0.0,0.0,0.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,Beginning accumulated undistributed earnings,beginning_accumulated_undistributed_earnings,59627808962.0,-353496272949.0,0.0,163247899967.0
LNST chưa phân phối kỳ này,Current period undistributed earnings,current_period_undistributed_earnings,480524461432.0,540023104471.0,-66610580404.0,63964445306.0
Xây dựng cơ bản đang dở dang,Construction in progress,construction_in_progress,7188485941226.0,6369418197257.0,6279272755153.0,7284778001673.0
Lợi thế thương mại,Goodwill,goodwill,912157315850.0,963241568404.0,1141510880928.0,1319780193444.0
Lợi ích cổ đông không kiểm soát,Minority interests,minority_interests,9333674642359.0,7498889073308.0,7481144097451.0,7083764335655.0
Nguồn kinh phí đã hình thành TSCĐ,Funds used for fixed asset acquisitions,funds_used_for_fixed_asset_acquisitions,37069124843.0,38982212835.0,40895300832.0,42808388821.0
